Vacancy Created By,Reason,Vacancy Date,Nominee,Nomination,Circuit,CT,date
"Van Antwerpen, Franklin S.",Senior,2006-10-23,"Diamond, Paul S.",2008-07-24,CCA,Third Circuit,2008-10-01
"Phillips, J. Dickson, Jr.",Senior,1994-07-31,"Conrad, Robert J., Jr.",2007-07-17,CCA,Fourth Circuit,2008-10-01
"Widener, H. Emory, Jr.",Deceased,2007-09-19,"Conrad, Glen E.",2008-05-08,CCA,Fourth Circuit,2008-10-01
"Wilkins, William W.",Senior,2007-07-01,"Matthews, Steve A.",2007-09-06,CCA,Fourth Circuit,2008-10-01
"Kessler, Gladys",Senior,2007-01-22,"O'Neill, Michael",2008-06-19,DC,District of Columbia Circuit,2008-10-01
