Court,Incumbent,Vacancy Reason,Vacancy Date,Nominee,Nomination Date
08 - SD,"Piersol,Lawrence L.",Senior,06/30/2009,"Viken,Jeffrey L.",06/25/2009
09 - CAC,"Schiavelli,George P.",Resigned,10/05/2008,,
09 - CAC,"Stotler,Alicemarie H.",Senior,01/05/2009,,
09 - CAC,"Manella,Nora Margaret",Resigned,05/22/2006,,
09 - CAE,"Damrell Jr.,Frank C.",Senior,01/01/2009,,
09 - CAN,"Jenkins,Martin J.",Resigned,04/03/2008,,
09 - CAN,"Chesney,Maxine M.",Senior,06/30/2009,,
09 - CAN,"Whyte,Ronald M.",Senior,03/02/2009,,
09 - CCA,"Trott,Stephen S.",Senior,12/31/2004,,
09 - CCA,Position Open,New Position,01/21/2009,,
09 - HI,"Gillmor,Helen W.",Senior,06/30/2009,,
09 - OR,"King,Garr M.",Senior,01/30/2009,,
09 - WAE,"Van Sickle,Fred",Senior,05/01/2008,,
10 - CO,"Nottingham,Edward W.",Resigned,10/29/2008,,
10 - CO,"Figa,Phillip S.",Senior,01/31/2009,,
10 - CO,"Brimmer,Philip A.",Senior,09/27/2006,,
11 - ALN,"Clemon,U. W.",Resigned,01/31/2009,,
11 - CCA,"Anderson III,R. Lanier",Senior,01/31/2009,"Martin,Beverly Baldwin",06/19/2009
11 - FLM,"Bucklew,Susan C.",Senior,08/01/2008,"Honeywell,Charlene Edwards",06/25/2009
11 - FLS,"Hurley,Daniel T.",Senior,02/24/2009,,
11 - GAM,"Lawson,Hugh",Senior,12/31/2008,,
11 - GAN,"Evans,Orinda",Senior,12/31/2008,,
11 - GAN,"Cooper,Clarence",Senior,02/09/2009,,
11 - GAN,"Camp,Jack T.",Senior,12/31/2008,,
DC - CCA,"Roberts Jr.,John G.",Elevated,09/29/2005,,
DC - CCA,"Randolph,A. Raymond",Senior,11/01/2008,,
DC - DC,"Hogan,Thomas F.",Senior,05/01/2008,,
DC - DC,"Robertson,James",Senior,12/31/2008,,
DC - DC,"Kessler,Gladys",Senior,01/22/2007,,
Total Vacancies: 80,Total Vacancies: 80,Total Vacancies: 80,Total Vacancies: 80,Total Vacancies: 80,Total Vacancies: 80
Total Nominees Pending: 7,Total Nominees Pending: 7,Total Nominees Pending: 7,Total Nominees Pending: 7,Total Nominees Pending: 7,Total Nominees Pending: 7
